HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
08 21    0.195    0.129    0.118  999.000    0.108    0.129    0.143    0.045    0.028    0.074    0.183    0.329   3
08 22    0.074    0.040    0.039  999.000    0.137    0.162    0.118    0.054    0.028    0.065    0.055    0.103   3
08 23    0.063    0.042    0.041  999.000    0.119    0.138    0.077    0.047    0.023    0.059    0.041    0.088   3
08 24    0.044    0.031    0.082  999.000    0.093    0.177    0.071    0.045    0.028    0.053    0.031    0.047   3
08 25    0.046    0.067    0.109  999.000    0.084    0.148    0.082    0.056    0.028    0.059    0.037    0.042   3
08 26    0.051    0.048    0.059  999.000    0.094    0.095    0.057    0.045    0.017    0.070    0.034    0.050   3
08 27    0.060    0.036    0.030  999.000    0.084    0.078    0.042    0.038    0.026    0.079    0.043    0.059   3
08 28    0.046    0.032    0.023  999.000    0.125    0.128    0.058    0.044    0.026    0.067    0.040    0.032   3
08 29    0.047    0.057    0.061  999.000    0.094    0.117    0.061    0.035    0.020    0.070    0.044    0.027   3
08 30    0.057    0.070    0.093  999.000    0.122    0.078    0.076    0.026    0.021    0.080    0.047    0.045   3
08 31    0.070    0.082    0.083  999.000    0.152    0.156    0.090    0.036    0.030    0.109    0.055    0.046   3
08 32    0.091    0.094    0.094  999.000    0.166    0.224    0.085    0.023    0.031    0.092    0.083    0.098   3
08 33    0.161    0.102    0.111  999.000    0.108    0.256    0.126    0.033    0.036    0.125    0.178    0.178   3
08 34    0.122    0.087    0.112  999.000    0.136    0.291    0.122    0.050    0.045    0.087    0.152    0.127   3
08 35    0.159    0.113    0.065  999.000    0.080    0.153    0.123    0.068    0.075    0.116    0.233    0.128   3
08 36    0.333    0.192    0.145  999.000    0.109    0.231    0.121    0.082    0.090    0.236    0.371    0.393   3
08 37    0.532    0.253    0.268  999.000    0.148    0.323    0.170    0.065    0.064    0.224    0.497    0.874   3
08 38    0.315    0.159    0.205  999.000    0.130    0.252    0.115    0.074    0.047    0.106    0.340    0.654   4
08 39    0.135    0.109    0.074  999.000    0.124    0.210    0.116    0.035    0.030    0.093    0.177    0.162   4
08 40    0.106    0.074    0.064  999.000    0.185    0.253    0.136    0.048    0.028    0.086    0.095    0.171   4
08 41    0.099    0.086    0.049  999.000    0.153    0.159    0.087    0.048    0.020    0.066    0.083    0.159   4
08 42    0.102    0.086    0.086  999.000    0.116    0.288    0.103    0.043    0.024    0.064    0.086    0.172   4
08 43    0.113    0.109    0.120  999.000    0.098    0.158    0.143    0.041    0.018    0.073    0.075    0.196   4
08 44    0.116    0.099    0.153  999.000    0.125    0.107    0.114    0.039    0.033    0.047    0.074    0.241   4
08 45    0.197    0.191    0.175  999.000    0.124    0.211    0.120    0.037    0.030    0.040    0.105    0.452   4
08 46    0.146    0.135    0.109  999.000    0.266    0.344    0.218    0.065    0.030    0.041    0.068    0.341   4
08 47    0.091    0.070    0.050  999.000    0.338    0.414    0.178    0.084    0.030    0.044    0.073    0.177   4
08 48    0.115    0.109    0.083  999.000    0.173    0.234    0.079    0.042    0.045    0.058    0.101    0.194   4
08 49    0.229    0.180    0.170  999.000    0.175    0.296    0.171    0.034    0.048    0.147    0.243    0.346   4
08 50    0.811    0.579    0.552  999.000    0.289    0.356    0.181    0.093    0.143    0.334    0.971    1.361   4
08 51    1.138    0.755    0.626  999.000    0.388    0.402    0.259    0.085    0.157    0.516    0.914    2.367   4
08 52    0.756    0.578    0.435  999.000    0.347    0.370    0.185    0.077    0.111    0.370    0.434    1.641   4
08 53    0.434    0.445    0.389  999.000    0.139    0.237    0.113    0.058    0.103    0.289    0.265    0.737   4
08 54    0.672    0.656    0.514  999.000    0.280    0.325    0.163    0.093    0.080    0.194    0.456    1.382   4
08 55    0.749    0.710    0.498  999.000    0.367    0.351    0.239    0.114    0.134    0.324    0.390    1.570   4
08 56    0.733    0.572    0.607  999.000    0.375    0.405    0.211    0.095    0.120    0.371    0.471    1.516   4
08 57    0.444    0.413    0.696  999.000    0.169    0.273    0.076    0.093    0.059    0.162    0.220    0.983   4
08 58    0.360    0.293    0.445  999.000    0.175    0.371    0.151    0.058    0.027    0.109    0.185    0.851   4
08 59    0.225    0.235    0.248  999.000    0.180    0.195    0.096    0.030    0.036    0.057    0.176    0.431   4
09 00    0.161    0.119    0.185  999.000    0.225    0.244    0.134    0.046    0.048    0.064    0.123    0.338   4
09 01    0.194    0.110    0.164  999.000    0.270    0.369    0.170    0.066    0.044    0.114    0.223    0.328   4
09 02    0.324    0.150    0.133  999.000    0.266    0.294    0.143    0.058    0.063    0.121    0.466    0.557   4
09 03    0.310    0.203    0.162  999.000    0.287    0.322    0.172    0.051    0.054    0.133    0.212    0.694   4
09 04    0.382    0.300    0.191  999.000    0.384    0.463    0.287    0.083    0.055    0.142    0.252    0.834   4
09 05    0.231    0.144    0.185  999.000    0.420    0.532    0.226    0.071    0.047    0.155    0.148    0.479   4
09 06    0.137    0.183    0.181  999.000    0.170    0.242    0.116    0.048    0.049    0.120    0.052    0.194   4
09 07    0.172    0.177    0.136  999.000    0.252    0.292    0.147    0.082    0.042    0.098    0.054    0.358   4
09 08    0.114    0.128    0.105  999.000    0.261    0.273    0.124    0.085    0.041    0.061    0.041    0.228   4
09 09    0.071    0.056    0.130  999.000    0.178    0.272    0.126    0.056    0.025    0.090    0.030    0.108   4
09 10    0.102    0.084    0.153  999.000    0.181    0.279    0.121    0.084    0.033    0.124    0.035    0.166   4
09 11    0.098    0.095    0.077  999.000    0.097    0.254    0.068    0.049    0.023    0.144    0.054    0.099   4
09 12    0.071    0.067    0.083  999.000    0.129    0.226    0.072    0.032    0.023    0.091    0.051    0.073   4
09 13    0.072    0.064    0.104  999.000    0.162    0.181    0.072    0.033    0.028    0.093    0.043    0.087   4
09 14    0.060    0.054    0.089  999.000    0.103    0.193    0.071    0.028    0.025    0.080    0.043    0.063   4
09 15    0.135    0.124    0.120  999.000    0.160    0.229    0.074    0.050    0.025    0.071    0.102    0.241   4
09 16    0.422    0.372    0.487  999.000    0.496    0.555    0.294    0.154    0.071    0.129    0.179    1.010   4
09 17    0.527    0.543    0.485  999.000    0.450    0.437    0.248    0.128    0.081    0.183    0.249    1.135   4
09 18    0.236    0.277    0.200  999.000    0.351    0.353    0.177    0.094    0.050    0.109    0.150    0.410   4
09 19    0.167    0.162    0.176  999.000    0.221    0.271    0.156    0.063    0.039    0.116    0.074    0.318   4
09 20    0.113    0.107    0.148  999.000    0.125    0.147    0.168    0.094    0.059    0.136    0.085    0.125   4
09 21    0.124    0.098    0.178  999.000    0.183    0.268    0.165    0.065    0.056    0.142    0.070    0.187   4
09 22    0.138    0.139    0.207  999.000    0.284    0.496    0.152    0.044    0.046    0.113    0.054    0.246   4
09 23    0.132    0.133    0.160  999.000    0.180    0.319    0.057    0.059    0.037    0.069    0.106    0.218   4
09 24    0.154    0.146    0.188  999.000    0.175    0.332    0.096    0.031    0.034    0.159    0.110    0.199   4
09 25    0.137    0.112    0.102  999.000    0.118    0.229    0.118    0.058    0.029    0.149    0.098    0.187   4
09 26    0.113    0.068    0.079  999.000    0.127    0.140    0.093    0.048    0.034    0.122    0.074    0.187   4
09 27    0.111    0.068    0.078  999.000    0.124    0.089    0.065    0.037    0.035    0.070    0.079    0.226   4
09 28    0.115    0.110    0.086  999.000    0.115    0.117    0.062    0.026    0.038    0.066    0.067    0.216   4
09 29    0.110    0.079    0.086  999.000    0.105    0.158    0.094    0.027    0.043    0.077    0.057    0.228   4
09 30    0.134    0.091    0.090  999.000    0.132    0.163    0.092    0.060    0.053    0.129    0.088    0.228   4
09 31    0.153    0.098    0.096  999.000    0.104    0.108    0.085    0.046    0.051    0.159    0.097    0.256   4
09 32    0.128    0.099    0.085  999.000    0.109    0.161    0.088    0.050    0.041    0.116    0.073    0.227   4
09 33    0.106    0.096    0.088  999.000    0.108    0.145    0.069    0.038    0.037    0.081    0.041    0.205   4
09 34    0.108    0.104    0.096  999.000    0.136    0.082    0.098    0.025    0.035    0.075    0.054    0.200   4
09 35    0.099    0.104    0.086  999.000    0.083    0.091    0.068    0.027    0.040    0.060    0.044    0.186   4
09 36    0.087    0.112    0.081  999.000    0.074    0.193    0.024    0.030    0.029    0.036    0.036    0.162   4
09 37    0.078    0.080    0.086  999.000    0.112    0.182    0.054    0.071    0.045    0.050    0.030    0.153   4
09 38    0.073    0.067    0.098  999.000    0.085    0.109    0.071    0.066    0.030    0.048    0.031    0.148   4
09 39    0.072    0.063    0.111  999.000    0.065    0.202    0.071    0.046    0.032    0.042    0.042    0.141   4
09 40    0.069    0.059    0.077  999.000    0.087    0.138    0.135    0.047    0.036    0.044    0.048    0.122   4
09 41    0.080    0.081    0.055  999.000    0.071    0.111    0.134    0.052    0.035    0.075    0.057    0.107   4
09 42    0.090    0.097    0.060  999.000    0.087    0.096    0.076    0.041    0.021    0.091    0.067    0.104   4
09 43    0.078    0.069    0.062  999.000    0.107    0.175    0.082    0.043    0.032    0.078    0.048    0.117   4
09 44    0.078    0.076    0.086  999.000    0.155    0.199    0.086    0.041    0.042    0.055    0.062    0.119   4
09 45    0.088    0.097    0.104  999.000    0.135    0.192    0.104    0.047    0.028    0.068    0.078    0.110   4
09 46    0.089    0.086    0.108  999.000    0.075    0.144    0.073    0.037    0.029    0.064    0.068    0.137   4
09 47    0.079    0.051    0.076  999.000    0.081    0.162    0.086    0.040    0.027    0.084    0.066    0.115   4
09 48    0.082    0.045    0.061  999.000    0.119    0.181    0.078    0.044    0.018    0.086    0.071    0.126   4
09 49    0.070    0.051    0.115  999.000    0.185    0.143    0.104    0.043    0.016    0.077    0.059    0.092   4
09 50    0.065    0.049    0.116  999.000    0.227    0.181    0.106    0.031    0.012    0.077    0.060    0.072   4
09 51    0.064    0.054    0.134  999.000    0.264    0.170    0.132    0.040    0.023    0.079    0.061    0.062   4
09 52    0.059    0.043    0.142  999.000    0.219    0.259    0.150    0.034    0.016    0.066    0.060    0.068   4
09 53    0.058    0.046    0.119  999.000    0.171    0.265    0.083    0.040    0.021    0.056    0.047    0.083   4
09 54    0.072    0.063    0.064  999.000    0.180    0.277    0.111    0.064    0.023    0.074    0.065    0.086   4
09 55    0.076    0.053    0.054  999.000    0.193    0.287    0.177    0.056    0.026    0.103    0.074    0.076   4
09 56    0.063    0.054    0.069  999.000    0.156    0.250    0.163    0.045    0.033    0.054    0.045    0.098   4
09 57    0.068    0.047    0.089  999.000    0.119    0.197    0.102    0.029    0.034    0.065    0.045    0.114   4
09 58    0.065    0.050    0.068  999.000    0.090    0.127    0.097    0.023    0.028    0.045    0.055    0.109   4
09 59    0.075    0.085    0.120  999.000    0.077    0.130    0.096    0.027    0.019    0.027    0.043    0.147   4
10 00    0.085    0.101    0.119  999.000    0.149    0.169    0.069    0.053    0.026    0.049    0.052    0.140   4
10 01    0.069    0.069    0.094  999.000    0.166    0.116    0.112    0.070    0.013    0.045    0.047    0.115   4
10 02    0.081    0.085    0.134  999.000    0.082    0.088    0.126    0.049    0.023    0.050    0.062    0.125   4
10 03    0.079    0.093    0.130  999.000    0.080    0.088    0.111    0.042    0.026    0.030    0.064    0.129   4
10 04    0.065    0.061    0.078  999.000    0.088    0.070    0.110    0.040    0.017    0.058    0.037    0.103   4
10 05    0.068    0.048    0.055  999.000    0.091    0.067    0.061    0.037    0.012    0.073    0.042    0.109   4
10 06    0.072    0.062    0.091  999.000    0.092    0.142    0.060    0.045    0.020    0.076    0.042    0.089   5
10 07    0.067    0.062    0.060  999.000    0.124    0.181    0.068    0.066    0.019    0.045    0.058    0.107   5
10 08    0.046    0.044    0.063  999.000    0.093    0.119    0.060    0.038    0.029    0.032    0.023    0.067   5
10 09    0.085    0.104    0.129  999.000    0.114    0.110    0.060    0.040    0.028    0.052    0.045    0.095   5
10 10    0.100    0.096    0.184  999.000    0.177    0.134    0.064    0.061    0.031    0.056    0.052    0.110   5
10 11    0.067    0.049    0.119  999.000    0.140    0.102    0.045    0.053    0.037    0.059    0.038    0.069   5
10 12    0.052    0.062    0.059  999.000    0.058    0.061    0.059    0.038    0.025    0.053    0.025    0.059   5
10 13    0.049    0.058    0.067  999.000    0.113    0.193    0.055    0.032    0.026    0.042    0.028    0.051   5
10 14    0.051    0.096    0.064  999.000    0.115    0.277    0.031    0.046    0.022    0.036    0.026    0.035   5
10 15    0.048    0.088    0.064  999.000    0.061    0.145    0.051    0.039    0.020    0.036    0.021    0.029   5
10 16    0.061    0.093    0.093  999.000    0.106    0.155    0.061    0.047    0.025    0.044    0.035    0.043   5
10 17    0.063    0.087    0.090  999.000    0.075    0.127    0.039    0.055    0.017    0.038    0.024    0.077   5
10 18    0.058    0.071    0.082  999.000    0.064    0.100    0.080    0.075    0.022    0.057    0.032    0.051   5
10 19    0.046    0.039    0.063  999.000    0.102    0.115    0.100    0.058    0.021    0.045    0.031    0.052   5
10 20    0.065    0.079    0.069  999.000    0.165    0.118    0.050    0.049    0.029    0.073    0.054    0.051   5
10 21    0.072    0.093    0.100  999.000    0.221    0.151    0.082    0.036    0.039    0.067    0.053    0.048   5
10 22    0.048    0.056    0.077  999.000    0.162    0.186    0.079    0.050    0.028    0.050    0.032    0.023   5
10 23    0.038    0.035    0.072  999.000    0.084    0.167    0.049    0.049    0.034    0.032    0.020    0.030   5
10 24    0.035    0.032    0.055  999.000    0.109    0.157    0.075    0.054    0.028    0.032    0.017    0.037   5
10 25    0.045    0.039    0.065  999.000    0.096    0.096    0.079    0.040    0.012    0.028    0.021    0.075   5
10 26    0.052    0.063    0.053  999.000    0.076    0.196    0.114    0.018    0.022    0.046    0.028    0.068   5
10 27    0.053    0.080    0.036  999.000    0.141    0.257    0.148    0.030    0.030    0.047    0.025    0.075   5
10 28    0.048    0.065    0.033  999.000    0.135    0.272    0.137    0.065    0.029    0.058    0.021    0.061   5
10 29    0.042    0.044    0.041  999.000    0.107    0.128    0.046    0.074    0.016    0.053    0.019    0.052   5
10 30    0.066    0.093    0.067  999.000    0.190    0.193    0.107    0.035    0.022    0.060    0.045    0.065   5
10 31    0.083    0.114    0.112  999.000    0.178    0.266    0.069    0.039    0.028    0.053    0.052    0.084   5
10 32    0.066    0.095    0.095  999.000    0.118    0.213    0.044    0.039    0.027    0.035    0.034    0.071   5
10 33    0.047    0.052    0.054  999.000    0.103    0.121    0.054    0.054    0.016    0.055    0.026    0.047   5
10 34    0.063    0.053    0.075  999.000    0.103    0.140    0.061    0.063    0.032    0.078    0.052    0.056   5
10 35    0.077    0.052    0.119  999.000    0.153    0.187    0.078    0.078    0.028    0.078    0.044    0.093   5
10 36    0.093    0.113    0.094  999.000    0.253    0.236    0.096    0.065    0.027    0.091    0.061    0.105   5
10 37    0.072    0.126    0.055  999.000    0.135    0.115    0.106    0.040    0.026    0.058    0.044    0.079   5
10 38    0.059    0.092    0.044  999.000    0.212    0.235    0.089    0.060    0.041    0.061    0.037    0.063   5
10 39    0.058    0.062    0.073  999.000    0.146    0.219    0.094    0.069    0.034    0.057    0.048    0.050   5
10 40    0.061    0.057    0.099  999.000    0.127    0.231    0.084    0.078    0.041    0.059    0.055    0.033   5
10 41    0.082    0.078    0.117  999.000    0.166    0.260    0.061    0.047    0.039    0.052    0.101    0.063   5
10 42    0.160    0.092    0.090  999.000    0.189    0.257    0.161    0.041    0.078    0.108    0.297    0.213   5
10 43    0.323    0.198    0.124  999.000    0.335    0.446    0.278    0.115    0.116    0.301    0.524    0.468   5
10 44    0.300    0.170    0.118  999.000    0.328    0.411    0.254    0.084    0.136    0.443    0.484    0.284   5
10 45    0.138    0.108    0.105  999.000    0.122    0.162    0.099    0.060    0.054    0.124    0.155    0.199   5
10 46    0.130    0.088    0.133  999.000    0.114    0.091    0.061    0.043    0.037    0.145    0.152    0.130   5
10 47    0.147    0.099    0.144  999.000    0.117    0.154    0.053    0.055    0.056    0.130    0.130    0.235   5
10 48    0.126    0.080    0.163  999.000    0.134    0.209    0.061    0.064    0.064    0.091    0.093    0.201   5
10 49    0.095    0.059    0.108  999.000    0.124    0.166    0.057    0.055    0.052    0.070    0.101    0.135   5
10 50    0.112    0.071    0.065  999.000    0.125    0.161    0.071    0.060    0.054    0.099    0.192    0.133   5
10 51    0.210    0.134    0.093  999.000    0.239    0.255    0.147    0.066    0.060    0.113    0.358    0.352   5
10 52    0.115    0.079    0.114  999.000    0.174    0.306    0.173    0.065    0.045    0.104    0.145    0.135   5
10 53    0.098    0.062    0.161  999.000    0.199    0.411    0.148    0.089    0.054    0.083    0.071    0.112   5
10 54    0.085    0.061    0.103  999.000    0.213    0.335    0.123    0.054    0.062    0.084    0.062    0.114   5
10 55    0.083    0.069    0.058  999.000    0.127    0.242    0.065    0.051    0.055    0.101    0.093    0.096   5
10 56    0.082    0.054    0.054  999.000    0.104    0.121    0.050    0.042    0.030    0.097    0.085    0.120   5
10 57    0.094    0.049    0.044  999.000    0.100    0.148    0.076    0.059    0.035    0.133    0.136    0.111   5
10 58    0.133    0.080    0.049  999.000    0.124    0.144    0.076    0.054    0.048    0.186    0.244    0.105   5
10 59    0.128    0.094    0.083  999.000    0.122    0.118    0.096    0.068    0.080    0.127    0.212    0.125   5
11 00    0.165    0.098    0.080  999.000    0.121    0.183    0.102    0.079    0.062    0.139    0.253    0.255   5
11 01    0.094    0.070    0.038  999.000    0.126    0.231    0.070    0.058    0.051    0.075    0.119    0.167   5
11 02    0.084    0.067    0.065  999.000    0.147    0.276    0.053    0.090    0.054    0.081    0.097    0.109   5
11 03    0.083    0.049    0.062  999.000    0.091    0.127    0.063    0.093    0.040    0.072    0.091    0.143   5
11 04    0.121    0.070    0.074  999.000    0.081    0.122    0.073    0.073    0.049    0.085    0.157    0.217   5
11 05    0.137    0.130    0.075  999.000    0.183    0.168    0.082    0.094    0.046    0.057    0.184    0.236   5
11 06    0.146    0.128    0.088  999.000    0.142    0.206    0.071    0.056    0.050    0.092    0.215    0.206   5
11 07    0.113    0.086    0.078  999.000    0.149    0.182    0.072    0.039    0.048    0.083    0.149    0.170   5
11 08    0.067    0.064    0.052  999.000    0.093    0.104    0.064    0.052    0.033    0.042    0.083    0.096   5
11 09    0.067    0.048    0.063  999.000    0.081    0.150    0.082    0.054    0.047    0.052    0.088    0.086   5
11 10    0.089    0.047    0.052  999.000    0.075    0.181    0.080    0.060    0.057    0.087    0.112    0.147   5
11 11    0.090    0.045    0.037  999.000    0.142    0.229    0.042    0.070    0.055    0.077    0.113    0.179   5
11 12    0.124    0.066    0.105  999.000    0.174    0.149    0.069    0.114    0.065    0.133    0.125    0.189   5
11 13    0.152    0.072    0.157  999.000    0.170    0.142    0.070    0.121    0.052    0.212    0.174    0.145   5
11 14    0.088    0.052    0.095  999.000    0.206    0.166    0.108    0.089    0.053    0.082    0.100    0.111   5
11 15    0.073    0.065    0.075  999.000    0.241    0.196    0.123    0.108    0.054    0.058    0.066    0.102   5
11 16    0.089    0.066    0.092  999.000    0.155    0.184    0.112    0.071    0.049    0.063    0.099    0.128   5
11 17    0.100    0.061    0.119  999.000    0.107    0.186    0.123    0.060    0.040    0.053    0.073    0.195   5
11 18    0.076    0.043    0.092  999.000    0.071    0.155    0.061    0.061    0.032    0.059    0.064    0.122   5
11 19    0.073    0.025    0.080  999.000    0.139    0.214    0.059    0.073    0.033    0.084    0.065    0.109   5
11 20    0.081    0.029    0.099  999.000    0.164    0.224    0.093    0.072    0.051    0.073    0.068    0.138   5
11 21    0.085    0.066    0.066  999.000    0.163    0.287    0.117    0.088    0.113    0.102    0.076    0.116   5
11 22    0.086    0.057    0.047  999.000    0.147    0.211    0.076    0.086    0.113    0.130    0.088    0.111   5
11 23    0.073    0.044    0.044  999.000    0.186    0.240    0.109    0.080    0.048    0.080    0.069    0.127   5
11 24    0.056    0.052    0.033  999.000    0.197    0.187    0.082    0.075    0.046    0.046    0.049    0.101   5
11 25    0.058    0.047    0.044  999.000    0.111    0.143    0.084    0.069    0.041    0.046    0.057    0.099   5
11 26    0.069    0.048    0.055  999.000    0.133    0.184    0.140    0.064    0.055    0.068    0.080    0.095   5
11 27    0.059    0.051    0.055  999.000    0.154    0.213    0.158    0.072    0.030    0.062    0.053    0.076   5
11 28    0.056    0.037    0.059  999.000    0.130    0.190    0.157    0.068    0.025    0.073    0.037    0.075   5
11 29    0.088    0.078    0.077  999.000    0.109    0.215    0.087    0.107    0.037    0.111    0.065    0.108   5
11 30    0.094    0.092    0.082  999.000    0.200    0.203    0.128    0.152    0.049    0.130    0.068    0.096   5
11 31    0.065    0.077    0.052  999.000    0.212    0.231    0.136    0.111    0.049    0.094    0.048    0.083   4
11 32    0.079    0.070    0.074  999.000    0.112    0.128    0.073    0.109    0.056    0.054    0.061    0.113   4
11 33    0.079    0.063    0.091  999.000    0.097    0.106    0.033    0.091    0.039    0.061    0.047    0.114   4
11 34    0.102    0.132    0.145  999.000    0.156    0.169    0.078    0.094    0.078    0.079    0.051    0.079   4
11 35    0.341    0.416    0.606  999.000    0.402    0.434    0.251    0.154    0.061    0.115    0.049    0.293   4
11 36    0.331    0.368    0.479  999.000    0.337    0.393    0.247    0.139    0.061    0.097    0.087    0.390   4
11 37    0.206    0.217    0.246  999.000    0.276    0.271    0.156    0.152    0.087    0.088    0.052    0.309   4
11 38    0.170    0.150    0.230  999.000    0.161    0.373    0.169    0.135    0.044    0.130    0.061    0.237   4
11 39    0.184    0.128    0.267  999.000    0.094    0.221    0.101    0.113    0.052    0.149    0.059    0.279   4
11 40    0.142    0.081    0.240  999.000    0.183    0.207    0.085    0.070    0.038    0.131    0.076    0.172   4
11 41    0.123    0.074    0.217  999.000    0.229    0.340    0.112    0.084    0.044    0.082    0.076    0.127   4
11 42    0.096    0.038    0.177  999.000    0.197    0.349    0.121    0.084    0.048    0.079    0.039    0.132   4
11 43    0.088    0.062    0.102  999.000    0.188    0.247    0.103    0.058    0.054    0.079    0.045    0.143   4
11 44    0.087    0.081    0.086  999.000    0.226    0.272    0.152    0.104    0.061    0.074    0.043    0.139   4
11 45    0.097    0.106    0.076  999.000    0.258    0.279    0.193    0.108    0.060    0.047    0.045    0.161   4
11 46    0.089    0.063    0.070  999.000    0.176    0.274    0.147    0.146    0.047    0.058    0.044    0.179   4
11 47    0.088    0.078    0.061  999.000    0.177    0.266    0.163    0.123    0.043    0.085    0.052    0.161   4
11 48    0.105    0.091    0.106  999.000    0.150    0.250    0.152    0.112    0.050    0.050    0.050    0.173   4
11 49    0.111    0.102    0.143  999.000    0.153    0.291    0.195    0.064    0.055    0.048    0.035    0.165   4
11 50    0.099    0.087    0.130  999.000    0.093    0.212    0.189    0.042    0.045    0.032    0.041    0.137   4
11 51    0.091    0.091    0.094  999.000    0.145    0.326    0.187    0.113    0.028    0.044    0.040    0.140   4
11 52    0.216    0.217    0.357  999.000    0.178    0.168    0.117    0.088    0.033    0.071    0.036    0.254   4
11 53    0.173    0.138    0.235  999.000    0.095    0.185    0.222    0.092    0.030    0.069    0.039    0.282   4
11 54    0.092    0.079    0.076  999.000    0.091    0.142    0.169    0.084    0.023    0.042    0.038    0.173   4
11 55    0.081    0.088    0.078  999.000    0.135    0.200    0.061    0.071    0.033    0.040    0.041    0.115   4
11 56    0.063    0.086    0.052  999.000    0.125    0.256    0.108    0.065    0.035    0.037    0.019    0.095   4
11 57    0.068    0.094    0.055  999.000    0.106    0.117    0.099    0.052    0.031    0.028    0.029    0.093   4
11 58    0.074    0.082    0.072  999.000    0.115    0.158    0.115    0.060    0.053    0.027    0.041    0.102   4
11 59    0.071    0.058    0.073  999.000    0.137    0.207    0.147    0.057    0.049    0.031    0.039    0.113   4
12 00    0.073    0.054    0.069  999.000    0.178    0.243    0.172    0.085    0.050    0.039    0.047    0.120   4
12 01    0.065    0.091    0.071  999.000    0.313    0.447    0.222    0.157    0.063    0.049    0.031    0.067   4
12 02    0.073    0.100    0.105  999.000    0.333    0.489    0.239    0.107    0.054    0.034    0.024    0.062   4
12 03    0.060    0.074    0.058  999.000    0.191    0.281    0.116    0.073    0.050    0.038    0.026    0.081   4
12 04    0.070    0.096    0.043  999.000    0.088    0.184    0.093    0.094    0.042    0.040    0.041    0.102   4
12 05    0.065    0.087    0.070  999.000    0.087    0.230    0.156    0.080    0.034    0.035    0.035    0.068   4
12 06    0.083    0.096    0.133  999.000    0.090    0.135    0.189    0.055    0.031    0.049    0.044    0.058   4
12 07    0.157    0.137    0.314  999.000    0.226    0.104    0.163    0.090    0.033    0.071    0.052    0.125   4
12 08    0.133    0.118    0.236  999.000    0.150    0.116    0.122    0.065    0.041    0.049    0.038    0.142   4
12 09    0.083    0.091    0.171  999.000    0.276    0.215    0.187    0.043    0.049    0.051    0.018    0.054   4
12 10    0.078    0.067    0.167  999.000    0.126    0.156    0.103    0.046    0.036    0.039    0.015    0.062   4
12 11    0.046    0.037    0.050  999.000    0.171    0.183    0.091    0.057    0.033    0.057    0.023    0.074   4
12 12    0.039    0.050    0.038  999.000    0.271    0.355    0.148    0.098    0.047    0.056    0.026    0.043   4
12 13    0.046    0.064    0.043  999.000    0.188    0.208    0.111    0.061    0.043    0.046    0.028    0.048   4
12 14    0.048    0.070    0.056  999.000    0.151    0.198    0.096    0.054    0.049    0.044    0.031    0.037   4
12 15    0.047    0.068    0.045  999.000    0.138    0.189    0.092    0.094    0.041    0.041    0.025    0.051   4
12 16    0.054    0.079    0.037  999.000    0.154    0.239    0.095    0.118    0.049    0.033    0.028    0.072   4
12 17    0.052    0.059    0.034  999.000    0.147    0.252    0.139    0.083    0.032    0.049    0.052    0.062   4
12 18    0.040    0.033    0.038  999.000    0.171    0.337    0.099    0.057    0.046    0.054    0.036    0.053   4
12 19    0.051    0.058    0.044  999.000    0.135    0.239    0.141    0.117    0.057    0.073    0.038    0.065   4
12 20    0.045    0.046    0.045  999.000    0.137    0.115    0.140    0.080    0.058    0.067    0.035    0.054   4
12 21    0.043    0.054    0.037  999.000    0.121    0.156    0.149    0.021    0.071    0.053    0.039    0.041   4
12 22    0.065    0.095    0.062  999.000    0.165    0.312    0.262    0.072    0.078    0.054    0.049    0.052   4
12 23    0.082    0.098    0.118  999.000    0.269    0.416    0.234    0.119    0.082    0.041    0.048    0.064   4
12 24    0.097    0.119    0.108  999.000    0.241    0.352    0.160    0.140    0.063    0.051    0.060    0.100   4
12 25    0.089    0.085    0.102  999.000    0.188    0.235    0.127    0.098    0.041    0.038    0.049    0.118   4
12 26    0.077    0.082    0.094  999.000    0.198    0.345    0.140    0.066    0.048    0.039    0.035    0.098   4
12 27    0.072    0.077    0.080  999.000    0.192    0.232    0.107    0.050    0.059    0.034    0.034    0.100   4
12 28    0.072    0.072    0.085  999.000    0.166    0.210    0.094    0.069    0.065    0.053    0.029    0.104   4
12 29    0.089    0.087    0.100  999.000    0.128    0.174    0.108    0.104    0.059    0.042    0.036    0.133   4
12 30    0.102    0.080    0.108  999.000    0.088    0.129    0.106    0.083    0.071    0.044    0.052    0.171   4
12 31    0.196    0.146    0.217  999.000    0.240    0.397    0.182    0.031    0.068    0.053    0.058    0.364   4
12 32    0.361    0.277    0.373  999.000    0.501    0.666    0.301    0.104    0.080    0.089    0.148    0.646   4
12 33    0.295    0.231    0.197  999.000    0.317    0.474    0.206    0.100    0.078    0.118    0.209    0.542   4
12 34    0.167    0.159    0.164  999.000    0.355    0.532    0.194    0.110    0.108    0.072    0.077    0.269   4
12 35    0.172    0.148    0.207  999.000    0.382    0.321    0.173    0.107    0.103    0.092    0.067    0.266   4
12 36    0.143    0.128    0.157  999.000    0.195    0.229    0.131    0.102    0.048    0.103    0.052    0.233   4
12 37    0.383    0.366    0.471  999.000    0.113    0.196    0.105    0.097    0.065    0.130    0.101    0.595   4
12 38    0.616    0.577    0.876  999.000    0.253    0.256    0.119    0.149    0.088    0.137    0.119    0.892   4
