HH MM       Wp      kak      lrm      wmq      izn      fur      ebr      tdc      sjg      tuc      hon      cnb   n
04 03    0.103    0.101    0.114  999.000    0.164    0.149    0.114    0.053    0.067    0.189    0.076    0.137   3
04 04    0.091    0.144    0.145  999.000    0.178    0.149    0.081    0.063    0.062    0.149    0.079    0.254   3
04 05    0.076    0.092    0.149  999.000    0.178    0.140    0.080    0.058    0.046    0.124    0.057    0.153   3
04 06    0.080    0.118    0.195  999.000    0.146    0.115    0.059    0.055    0.049    0.135    0.053    0.146   3
04 07    0.069    0.107    0.175  999.000    0.136    0.121    0.142    0.046    0.041    0.120    0.047    0.260   3
04 08    0.071    0.064    0.081  999.000    0.144    0.151    0.104    0.058    0.044    0.110    0.049    0.190   3
04 09    0.078    0.078    0.160  999.000    0.189    0.205    0.076    0.075    0.047    0.113    0.066    0.143   3
04 10    0.091    0.068    0.139  999.000    0.136    0.174    0.083    0.102    0.050    0.120    0.064    0.118   3
04 11    0.065    0.056    0.087  999.000    0.152    0.067    0.050    0.063    0.028    0.104    0.054    0.142   3
04 12    0.069    0.107    0.097  999.000    0.122    0.134    0.067    0.057    0.039    0.111    0.052    0.166   3
04 13    0.065    0.095    0.113  999.000    0.116    0.132    0.060    0.064    0.027    0.106    0.056    0.192   3
04 14    0.074    0.078    0.121  999.000    0.149    0.165    0.049    0.072    0.043    0.107    0.055    0.142   3
04 15    0.064    0.065    0.091  999.000    0.186    0.156    0.065    0.044    0.046    0.100    0.052    0.166   3
04 16    0.085    0.085    0.055  999.000    0.106    0.115    0.060    0.052    0.057    0.148    0.064    0.126   3
04 17    0.098    0.091    0.118  999.000    0.158    0.122    0.055    0.068    0.064    0.163    0.065    0.180   3
04 18    0.074    0.097    0.095  999.000    0.126    0.123    0.053    0.050    0.045    0.125    0.068    0.224   3
04 19    0.070    0.092    0.069  999.000    0.149    0.143    0.058    0.073    0.042    0.096    0.062    0.289   3
04 20    0.064    0.082    0.085  999.000    0.122    0.103    0.063    0.049    0.046    0.096    0.053    0.218   3
04 21    0.054    0.090    0.131  999.000    0.077    0.107    0.069    0.034    0.040    0.088    0.048    0.101   3
04 22    0.048    0.142    0.158  999.000    0.067    0.103    0.115    0.042    0.032    0.069    0.049    0.227   3
04 23    0.042    0.148    0.120  999.000    0.100    0.136    0.076    0.033    0.031    0.062    0.058    0.318   3
04 24    0.045    0.065    0.079  999.000    0.063    0.114    0.037    0.031    0.033    0.070    0.049    0.253   3
04 25    0.041    0.039    0.089  999.000    0.108    0.085    0.053    0.039    0.030    0.054    0.046    0.144   3
04 26    0.054    0.069    0.135  999.000    0.120    0.070    0.063    0.050    0.041    0.072    0.043    0.134   3
04 27    0.039    0.051    0.090  999.000    0.103    0.115    0.038    0.037    0.026    0.055    0.051    0.084   3
04 28    0.034    0.066    0.097  999.000    0.122    0.122    0.051    0.039    0.022    0.041    0.054    0.070   3
04 29    0.036    0.080    0.069  999.000    0.099    0.089    0.055    0.045    0.020    0.043    0.047    0.057   3
04 30    0.049    0.088    0.077  999.000    0.092    0.068    0.060    0.052    0.023    0.073    0.046    0.071   3
04 31    0.046    0.081    0.086  999.000    0.088    0.058    0.107    0.055    0.025    0.057    0.054    0.076   3
04 32    0.056    0.100    0.137  999.000    0.124    0.101    0.089    0.052    0.038    0.078    0.063    0.101   3
04 33    0.048    0.080    0.112  999.000    0.121    0.121    0.093    0.054    0.031    0.060    0.041    0.109   3
04 34    0.046    0.071    0.051  999.000    0.089    0.121    0.068    0.062    0.019    0.056    0.040    0.073   3
04 35    0.056    0.099    0.084  999.000    0.112    0.141    0.098    0.062    0.031    0.076    0.044    0.103   3
04 36    0.052    0.114    0.138  999.000    0.123    0.073    0.060    0.062    0.038    0.057    0.035    0.135   3
04 37    0.049    0.071    0.082  999.000    0.086    0.107    0.072    0.046    0.039    0.064    0.039    0.136   3
04 38    0.046    0.070    0.125  999.000    0.144    0.180    0.129    0.062    0.025    0.052    0.041    0.127   3
04 39    0.049    0.066    0.079  999.000    0.119    0.132    0.097    0.068    0.023    0.055    0.038    0.095   3
04 40    0.048    0.073    0.062  999.000    0.104    0.118    0.128    0.074    0.016    0.054    0.045    0.065   3
04 41    0.037    0.090    0.116  999.000    0.127    0.144    0.090    0.047    0.013    0.052    0.057    0.068   3
04 42    0.053    0.110    0.138  999.000    0.113    0.116    0.077    0.055    0.023    0.080    0.052    0.085   3
04 43    0.072    0.129    0.152  999.000    0.075    0.065    0.092    0.072    0.031    0.112    0.051    0.095   3
04 44    0.064    0.117    0.235  999.000    0.104    0.090    0.088    0.070    0.042    0.081    0.051    0.089   3
04 45    0.058    0.106    0.221  999.000    0.122    0.135    0.063    0.057    0.035    0.082    0.056    0.195   3
04 46    0.046    0.083    0.123  999.000    0.089    0.144    0.087    0.058    0.029    0.052    0.058    0.203   3
04 47    0.048    0.036    0.073  999.000    0.120    0.147    0.127    0.053    0.034    0.056    0.038    0.218   3
04 48    0.055    0.055    0.105  999.000    0.162    0.191    0.072    0.065    0.036    0.066    0.028    0.172   3
04 49    0.041    0.058    0.085  999.000    0.112    0.083    0.048    0.038    0.037    0.049    0.032    0.130   3
04 50    0.050    0.042    0.064  999.000    0.127    0.152    0.052    0.052    0.035    0.064    0.030    0.119   3
04 51    0.044    0.065    0.076  999.000    0.100    0.132    0.064    0.053    0.036    0.062    0.027    0.063   4
04 52    0.051    0.063    0.084  999.000    0.095    0.157    0.051    0.053    0.038    0.076    0.038    0.111   4
04 53    0.051    0.075    0.118  999.000    0.110    0.208    0.042    0.039    0.046    0.082    0.038    0.162   4
04 54    0.053    0.064    0.110  999.000    0.096    0.174    0.071    0.056    0.045    0.071    0.039    0.134   4
04 55    0.055    0.070    0.054  999.000    0.109    0.138    0.076    0.060    0.046    0.072    0.041    0.132   4
04 56    0.050    0.076    0.066  999.000    0.134    0.156    0.095    0.056    0.042    0.066    0.037    0.144   4
04 57    0.055    0.080    0.099  999.000    0.165    0.179    0.113    0.077    0.043    0.067    0.034    0.120   4
04 58    0.058    0.077    0.143  999.000    0.147    0.216    0.083    0.064    0.056    0.079    0.033    0.179   4
04 59    0.058    0.077    0.080  999.000    0.178    0.135    0.051    0.063    0.047    0.086    0.036    0.102   4
05 00    0.048    0.078    0.069  999.000    0.101    0.090    0.078    0.051    0.038    0.063    0.040    0.148   4
05 01    0.058    0.081    0.117  999.000    0.149    0.161    0.098    0.081    0.050    0.059    0.040    0.199   4
05 02    0.055    0.101    0.162  999.000    0.109    0.117    0.071    0.063    0.042    0.071    0.042    0.167   4
05 03    0.052    0.080    0.168  999.000    0.102    0.129    0.070    0.060    0.043    0.069    0.035    0.166   4
05 04    0.057    0.050    0.151  999.000    0.192    0.179    0.079    0.071    0.039    0.083    0.037    0.153   4
05 05    0.056    0.047    0.111  999.000    0.196    0.220    0.101    0.070    0.043    0.071    0.041    0.087   4
05 06    0.065    0.056    0.104  999.000    0.099    0.089    0.062    0.052    0.043    0.106    0.059    0.085   4
05 07    0.061    0.052    0.118  999.000    0.113    0.094    0.045    0.037    0.035    0.128    0.043    0.124   4
05 08    0.058    0.047    0.112  999.000    0.121    0.073    0.061    0.034    0.042    0.116    0.039    0.223   4
05 09    0.059    0.081    0.084  999.000    0.101    0.129    0.080    0.042    0.055    0.105    0.035    0.232   4
05 10    0.127    0.104    0.069  999.000    0.119    0.084    0.118    0.061    0.134    0.263    0.050    0.212   4
05 11    0.126    0.214    0.168  999.000    0.212    0.086    0.109    0.078    0.096    0.256    0.073    0.344   4
05 12    0.122    0.428    0.499  999.000    0.237    0.151    0.054    0.059    0.084    0.277    0.069    0.840   4
05 13    0.183    0.216    0.284  999.000    0.152    0.218    0.083    0.057    0.162    0.429    0.085    0.598   4
05 14    0.442    0.178    0.265  999.000    0.194    0.163    0.116    0.139    0.408    0.946    0.273    0.358   4
05 15    0.329    0.158    0.216  999.000    0.158    0.137    0.111    0.171    0.221    0.571    0.195    0.191   3
05 16    0.298    0.132    0.140  999.000    0.136    0.165    0.074    0.060    0.199    0.562    0.132    0.255   3
05 17    0.234    0.067    0.109  999.000    0.245    0.243    0.130    0.112    0.170    0.451    0.081    0.181   3
05 18    0.285    0.097    0.111  999.000    0.161    0.160    0.118    0.089    0.229    0.508    0.119    0.186   3
05 19    0.206    0.099    0.135  999.000    0.142    0.153    0.107    0.116    0.153    0.366    0.099    0.137   3
05 20    0.219    0.131    0.144  999.000    0.166    0.144    0.065    0.097    0.123    0.400    0.135    0.219   3
05 21    0.269    0.137    0.170  999.000    0.231    0.130    0.127    0.137    0.167    0.492    0.147    0.234   3
05 22    0.172    0.085    0.116  999.000    0.156    0.186    0.100    0.134    0.112    0.290    0.115    0.138   3
05 23    0.162    0.098    0.094  999.000    0.134    0.169    0.104    0.072    0.070    0.299    0.119    0.155   3
05 24    0.206    0.137    0.167  999.000    0.164    0.132    0.086    0.052    0.107    0.379    0.131    0.285   3
05 25    0.119    0.114    0.158  999.000    0.137    0.109    0.088    0.051    0.049    0.207    0.101    0.233   3
05 26    0.196    0.092    0.172  999.000    0.134    0.152    0.088    0.052    0.082    0.391    0.113    0.238   3
05 27    0.184    0.105    0.183  999.000    0.091    0.158    0.081    0.049    0.061    0.383    0.109    0.242   3
05 28    0.314    0.112    0.240  999.000    0.125    0.180    0.199    0.069    0.192    0.619    0.129    0.327   3
05 29    0.226    0.147    0.307  999.000    0.144    0.265    0.168    0.108    0.139    0.411    0.127    0.300   3
05 30    0.156    0.107    0.202  999.000    0.110    0.208    0.091    0.081    0.059    0.281    0.127    0.209   3
05 31    0.124    0.073    0.130  999.000    0.135    0.177    0.107    0.067    0.044    0.228    0.102    0.224   3
05 32    0.096    0.082    0.117  999.000    0.136    0.173    0.099    0.055    0.065    0.146    0.076    0.169   3
05 33    0.144    0.196    0.326  999.000    0.133    0.140    0.152    0.082    0.154    0.220    0.059    0.380   3
05 34    0.411    0.238    0.386  999.000    0.186    0.222    0.134    0.168    0.470    0.497    0.264    0.484   3
05 35    0.500    0.238    0.393  999.000    0.306    0.582    0.211    0.190    0.663    0.474    0.364    0.487   3
05 36    0.354    0.202    0.273  999.000    0.236    0.429    0.175    0.236    0.345    0.451    0.266    0.270   3
05 37    0.194    0.090    0.094  999.000    0.193    0.200    0.120    0.159    0.120    0.336    0.126    0.149   3
05 38    0.191    0.081    0.127  999.000    0.249    0.246    0.096    0.064    0.116    0.346    0.111    0.203   3
05 39    0.254    0.132    0.122  999.000    0.299    0.260    0.110    0.077    0.132    0.452    0.178    0.172   3
05 40    0.366    0.115    0.167  999.000    0.208    0.211    0.181    0.123    0.216    0.641    0.241    0.203   3
05 41    0.236    0.134    0.183  999.000    0.138    0.172    0.116    0.105    0.173    0.363    0.170    0.334   3
05 42    0.151    0.165    0.176  999.000    0.124    0.194    0.095    0.116    0.132    0.234    0.088    0.164   3
05 43    0.104    0.171    0.130  999.000    0.177    0.252    0.089    0.073    0.079    0.176    0.057    0.175   3
05 44    0.083    0.133    0.073  999.000    0.149    0.273    0.094    0.040    0.066    0.122    0.061    0.122   3
05 45    0.070    0.107    0.124  999.000    0.167    0.251    0.125    0.063    0.064    0.092    0.054    0.130   3
05 46    0.053    0.075    0.122  999.000    0.177    0.176    0.094    0.080    0.056    0.062    0.040    0.089   3
05 47    0.056    0.078    0.163  999.000    0.151    0.089    0.051    0.062    0.068    0.063    0.036    0.153   3
05 48    0.100    0.066    0.171  999.000    0.170    0.155    0.132    0.148    0.162    0.091    0.046    0.201   3
05 49    0.141    0.087    0.213  999.000    0.224    0.383    0.188    0.160    0.210    0.139    0.073    0.224   3
05 50    0.163    0.144    0.270  999.000    0.170    0.305    0.223    0.226    0.233    0.158    0.099    0.216   3
05 51    0.136    0.132    0.159  999.000    0.192    0.336    0.136    0.110    0.094    0.213    0.102    0.122   3
05 52    0.236    0.105    0.118  999.000    0.134    0.260    0.160    0.105    0.112    0.433    0.163    0.140   3
05 53    0.220    0.111    0.145  999.000    0.154    0.197    0.122    0.090    0.109    0.427    0.125    0.103   3
05 54    0.262    0.156    0.195  999.000    0.207    0.257    0.126    0.146    0.226    0.420    0.139    0.279   3
05 55    0.219    0.181    0.174  999.000    0.136    0.158    0.133    0.120    0.166    0.347    0.143    0.297   3
05 56    0.271    0.114    0.172  999.000    0.137    0.212    0.110    0.102    0.195    0.410    0.209    0.236   3
05 57    0.168    0.101    0.176  999.000    0.197    0.297    0.123    0.105    0.165    0.224    0.115    0.266   3
05 58    0.113    0.094    0.173  999.000    0.173    0.279    0.129    0.076    0.097    0.149    0.092    0.212   3
05 59    0.126    0.091    0.154  999.000    0.215    0.313    0.145    0.062    0.067    0.239    0.070    0.096   3
06 00    0.140    0.115    0.184  999.000    0.208    0.299    0.085    0.087    0.069    0.290    0.061    0.152   3
06 01    0.085    0.103    0.167  999.000    0.143    0.242    0.120    0.062    0.050    0.141    0.065    0.153   3
06 02    0.097    0.060    0.092  999.000    0.181    0.225    0.126    0.075    0.053    0.165    0.071    0.158   3
06 03    0.104    0.097    0.184  999.000    0.117    0.153    0.088    0.084    0.051    0.178    0.083    0.174   3
06 04    0.090    0.101    0.192  999.000    0.103    0.136    0.119    0.058    0.040    0.160    0.068    0.164   3
06 05    0.074    0.061    0.101  999.000    0.124    0.233    0.068    0.046    0.029    0.123    0.068    0.133   3
06 06    0.076    0.084    0.120  999.000    0.124    0.234    0.072    0.053    0.039    0.116    0.073    0.123   3
06 07    0.074    0.061    0.145  999.000    0.154    0.185    0.074    0.047    0.049    0.121    0.051    0.144   3
06 08    0.067    0.083    0.073  999.000    0.122    0.156    0.059    0.044    0.019    0.109    0.072    0.095   3
06 09    0.069    0.073    0.072  999.000    0.125    0.152    0.084    0.037    0.035    0.099    0.074    0.041   3
06 10    0.055    0.071    0.093  999.000    0.055    0.188    0.096    0.032    0.036    0.064    0.064    0.075   3
06 11    0.051    0.066    0.108  999.000    0.078    0.209    0.074    0.039    0.023    0.083    0.048    0.115   3
06 12    0.044    0.073    0.067  999.000    0.157    0.226    0.101    0.062    0.028    0.053    0.052    0.092   3
06 13    0.048    0.058    0.087  999.000    0.164    0.236    0.126    0.077    0.036    0.062    0.048    0.117   3
06 14    0.065    0.055    0.131  999.000    0.199    0.293    0.116    0.076    0.041    0.098    0.058    0.167   3
06 15    0.074    0.066    0.108  999.000    0.182    0.210    0.125    0.078    0.058    0.101    0.063    0.147   3
06 16    0.077    0.059    0.067  999.000    0.151    0.158    0.101    0.082    0.059    0.110    0.062    0.090   3
06 17    0.061    0.045    0.060  999.000    0.073    0.073    0.080    0.035    0.050    0.092    0.042    0.068   3
06 18    0.054    0.091    0.106  999.000    0.102    0.171    0.054    0.034    0.027    0.097    0.039    0.108   3
06 19    0.046    0.123    0.119  999.000    0.139    0.233    0.056    0.048    0.019    0.075    0.045    0.119   3
06 20    0.049    0.094    0.116  999.000    0.112    0.323    0.108    0.068    0.019    0.077    0.051    0.123   3
06 21    0.046    0.066    0.086  999.000    0.128    0.274    0.102    0.064    0.012    0.086    0.041    0.108   3
06 22    0.077    0.084    0.089  999.000    0.220    0.373    0.174    0.060    0.051    0.119    0.061    0.141   3
06 23    0.098    0.099    0.110  999.000    0.191    0.258    0.172    0.068    0.065    0.177    0.052    0.158   3
06 24    0.083    0.071    0.154  999.000    0.176    0.183    0.121    0.085    0.047    0.153    0.049    0.166   3
06 25    0.063    0.069    0.103  999.000    0.157    0.202    0.076    0.055    0.038    0.095    0.056    0.186   3
06 26    0.050    0.075    0.147  999.000    0.232    0.343    0.096    0.078    0.020    0.091    0.039    0.138   3
06 27    0.041    0.081    0.112  999.000    0.106    0.198    0.116    0.073    0.019    0.086    0.019    0.125   3
06 28    0.044    0.045    0.066  999.000    0.106    0.151    0.078    0.050    0.022    0.083    0.026    0.080   3
06 29    0.054    0.056    0.067  999.000    0.211    0.214    0.082    0.067    0.028    0.096    0.037    0.117   3
06 30    0.065    0.070    0.097  999.000    0.223    0.347    0.189    0.103    0.045    0.093    0.057    0.132   3
06 31    0.073    0.067    0.133  999.000    0.185    0.394    0.241    0.098    0.045    0.131    0.044    0.114   3
06 32    0.074    0.038    0.148  999.000    0.159    0.371    0.220    0.088    0.046    0.132    0.044    0.101   3
06 33    0.069    0.090    0.210  999.000    0.176    0.341    0.140    0.079    0.032    0.114    0.060    0.196   3
06 34    0.065    0.099    0.217  999.000    0.145    0.246    0.121    0.064    0.043    0.107    0.045    0.238   3
06 35    0.073    0.079    0.173  999.000    0.165    0.223    0.173    0.095    0.038    0.128    0.052    0.093   3
06 36    0.084    0.155    0.128  999.000    0.170    0.377    0.147    0.110    0.035    0.146    0.070    0.121   3
06 37    0.083    0.131    0.151  999.000    0.101    0.287    0.172    0.105    0.035    0.149    0.066    0.128   3
06 38    0.076    0.168    0.207  999.000    0.127    0.245    0.178    0.082    0.024    0.117    0.086    0.218   3
06 39    0.071    0.135    0.174  999.000    0.160    0.281    0.106    0.080    0.027    0.112    0.074    0.190   3
06 40    0.067    0.095    0.103  999.000    0.233    0.273    0.071    0.070    0.030    0.103    0.068    0.105   3
06 41    0.057    0.075    0.053  999.000    0.175    0.176    0.057    0.053    0.030    0.095    0.046    0.049   3
06 42    0.061    0.081    0.070  999.000    0.185    0.311    0.098    0.051    0.041    0.099    0.042    0.050   3
06 43    0.060    0.098    0.069  999.000    0.168    0.308    0.120    0.064    0.028    0.097    0.054    0.081   3
06 44    0.065    0.140    0.112  999.000    0.113    0.217    0.071    0.091    0.028    0.101    0.067    0.127   3
06 45    0.075    0.143    0.203  999.000    0.101    0.277    0.142    0.089    0.039    0.119    0.069    0.181   3
06 46    0.055    0.095    0.193  999.000    0.113    0.287    0.165    0.085    0.028    0.080    0.057    0.108   3
06 47    0.051    0.062    0.126  999.000    0.150    0.260    0.127    0.066    0.028    0.073    0.053    0.092   3
06 48    0.052    0.056    0.137  999.000    0.128    0.142    0.106    0.052    0.029    0.071    0.056    0.111   3
06 49    0.049    0.069    0.074  999.000    0.173    0.116    0.046    0.038    0.036    0.064    0.048    0.045   3
06 50    0.046    0.081    0.053  999.000    0.114    0.142    0.048    0.039    0.036    0.058    0.045    0.082   3
06 51    0.049    0.066    0.079  999.000    0.130    0.131    0.058    0.053    0.037    0.069    0.041    0.092   3
06 52    0.045    0.088    0.131  999.000    0.155    0.208    0.150    0.049    0.029    0.065    0.042    0.093   3
06 53    0.045    0.112    0.136  999.000    0.125    0.178    0.135    0.051    0.026    0.066    0.044    0.142   3
06 54    0.050    0.065    0.111  999.000    0.115    0.241    0.115    0.064    0.023    0.085    0.041    0.123   3
06 55    0.047    0.044    0.093  999.000    0.128    0.274    0.115    0.059    0.025    0.076    0.040    0.072   3
06 56    0.036    0.071    0.084  999.000    0.080    0.116    0.073    0.045    0.035    0.040    0.033    0.060   3
06 57    0.043    0.069    0.098  999.000    0.142    0.152    0.078    0.049    0.034    0.059    0.038    0.097   3
06 58    0.050    0.052    0.128  999.000    0.074    0.217    0.092    0.061    0.035    0.064    0.050    0.176   3
06 59    0.053    0.037    0.127  999.000    0.057    0.166    0.070    0.061    0.029    0.076    0.052    0.172   3
07 00    0.044    0.087    0.136  999.000    0.057    0.151    0.078    0.056    0.026    0.066    0.040    0.169   3
07 01    0.053    0.094    0.098  999.000    0.058    0.153    0.060    0.070    0.028    0.080    0.052    0.132   3
07 02    0.080    0.126    0.158  999.000    0.104    0.167    0.054    0.050    0.030    0.124    0.086    0.131   3
07 03    0.056    0.110    0.121  999.000    0.135    0.168    0.058    0.066    0.025    0.086    0.057    0.162   3
07 04    0.044    0.098    0.114  999.000    0.117    0.144    0.090    0.045    0.031    0.058    0.043    0.142   3
07 05    0.045    0.096    0.075  999.000    0.057    0.137    0.092    0.056    0.036    0.047    0.052    0.136   3
07 06    0.041    0.102    0.060  999.000    0.057    0.186    0.129    0.057    0.030    0.056    0.035    0.102   3
07 07    0.046    0.071    0.102  999.000    0.108    0.275    0.109    0.048    0.028    0.079    0.031    0.096   3
07 08    0.039    0.064    0.110  999.000    0.058    0.348    0.082    0.051    0.037    0.052    0.029    0.058   3
07 09    0.040    0.056    0.064  999.000    0.061    0.208    0.099    0.047    0.044    0.046    0.028    0.030   3
07 10    0.037    0.077    0.094  999.000    0.100    0.140    0.116    0.051    0.031    0.050    0.032    0.059   3
07 11    0.035    0.041    0.042  999.000    0.073    0.083    0.073    0.039    0.044    0.031    0.031    0.066   3
07 12    0.030    0.039    0.044  999.000    0.093    0.139    0.083    0.023    0.034    0.027    0.028    0.063   3
07 13    0.021    0.051    0.066  999.000    0.129    0.216    0.111    0.044    0.022    0.021    0.019    0.063   3
07 14    0.027    0.074    0.088  999.000    0.061    0.159    0.083    0.056    0.020    0.024    0.038    0.051   3
07 15    0.035    0.089    0.086  999.000    0.067    0.163    0.098    0.048    0.023    0.037    0.046    0.045   3
07 16    0.025    0.049    0.057  999.000    0.100    0.134    0.081    0.031    0.025    0.028    0.023    0.040   3
07 17    0.022    0.059    0.060  999.000    0.104    0.171    0.048    0.031    0.010    0.027    0.029    0.036   3
07 18    0.042    0.072    0.069  999.000    0.098    0.274    0.093    0.080    0.015    0.064    0.047    0.048   3
07 19    0.043    0.073    0.067  999.000    0.082    0.201    0.120    0.072    0.023    0.071    0.035    0.066   3
07 20    0.047    0.122    0.070  999.000    0.081    0.145    0.110    0.076    0.022    0.067    0.053    0.138   3
07 21    0.057    0.105    0.110  999.000    0.140    0.202    0.140    0.040    0.028    0.073    0.069    0.168   3
07 22    0.038    0.106    0.159  999.000    0.121    0.206    0.133    0.052    0.023    0.043    0.047    0.158   3
07 23    0.029    0.116    0.136  999.000    0.116    0.242    0.140    0.076    0.024    0.030    0.034    0.116   3
07 24    0.039    0.129    0.162  999.000    0.099    0.212    0.060    0.078    0.026    0.055    0.035    0.097   3
07 25    0.035    0.111    0.168  999.000    0.093    0.285    0.066    0.033    0.026    0.051    0.028    0.108   3
07 26    0.026    0.094    0.108  999.000    0.084    0.174    0.088    0.052    0.014    0.042    0.023    0.167   3
07 27    0.034    0.080    0.135  999.000    0.100    0.203    0.091    0.106    0.019    0.049    0.033    0.130   3
07 28    0.076    0.062    0.066  999.000    0.088    0.167    0.111    0.080    0.027    0.067    0.034    0.177   4
07 29    0.054    0.064    0.073  999.000    0.091    0.079    0.107    0.051    0.018    0.044    0.031    0.122   4
07 30    0.050    0.041    0.098  999.000    0.143    0.140    0.094    0.079    0.019    0.057    0.040    0.085   4
07 31    0.065    0.098    0.157  999.000    0.103    0.132    0.084    0.093    0.019    0.058    0.036    0.149   4
07 32    0.078    0.102    0.123  999.000    0.099    0.207    0.123    0.061    0.027    0.067    0.037    0.182   4
07 33    0.064    0.073    0.081  999.000    0.106    0.275    0.121    0.053    0.015    0.052    0.032    0.155   4
07 34    0.041    0.073    0.129  999.000    0.051    0.160    0.069    0.036    0.015    0.033    0.027    0.089   4
07 35    0.052    0.093    0.113  999.000    0.083    0.149    0.077    0.043    0.018    0.052    0.032    0.108   4
07 36    0.055    0.113    0.097  999.000    0.138    0.306    0.151    0.060    0.025    0.056    0.041    0.100   4
07 37    0.068    0.130    0.134  999.000    0.205    0.439    0.173    0.104    0.030    0.078    0.062    0.101   4
07 38    0.061    0.097    0.135  999.000    0.197    0.370    0.138    0.094    0.028    0.065    0.052    0.099   4
07 39    0.046    0.072    0.101  999.000    0.163    0.295    0.089    0.083    0.019    0.045    0.045    0.076   4
07 40    0.051    0.052    0.062  999.000    0.169    0.280    0.130    0.118    0.031    0.046    0.041    0.086   4
07 41    0.042    0.053    0.081  999.000    0.109    0.193    0.097    0.086    0.024    0.048    0.030    0.068   4
07 42    0.059    0.059    0.107  999.000    0.086    0.213    0.068    0.060    0.028    0.073    0.035    0.099   4
07 43    0.085    0.079    0.113  999.000    0.134    0.299    0.108    0.052    0.040    0.091    0.051    0.156   4
07 44    0.055    0.060    0.090  999.000    0.139    0.457    0.117    0.058    0.026    0.065    0.042    0.087   4
07 45    0.063    0.048    0.041  999.000    0.152    0.319    0.070    0.037    0.028    0.061    0.064    0.100   4
07 46    0.060    0.075    0.095  999.000    0.196    0.457    0.160    0.065    0.024    0.055    0.058    0.102   4
07 47    0.089    0.089    0.092  999.000    0.126    0.358    0.134    0.047    0.018    0.076    0.172    0.089   4
07 48    0.119    0.058    0.067  999.000    0.154    0.233    0.116    0.076    0.026    0.091    0.222    0.135   4
07 49    0.082    0.046    0.050  999.000    0.123    0.248    0.107    0.069    0.022    0.045    0.112    0.151   4
07 50    0.088    0.073    0.067  999.000    0.176    0.325    0.154    0.061    0.025    0.084    0.085    0.158   4
07 51    0.074    0.054    0.086  999.000    0.090    0.229    0.103    0.086    0.032    0.069    0.062    0.134   4
07 52    0.062    0.049    0.090  999.000    0.111    0.201    0.091    0.073    0.029    0.062    0.022    0.134   4
07 53    0.058    0.036    0.066  999.000    0.119    0.250    0.102    0.051    0.028    0.055    0.043    0.105   4
07 54    0.066    0.075    0.108  999.000    0.128    0.215    0.149    0.049    0.020    0.049    0.053    0.143   4
07 55    0.050    0.091    0.097  999.000    0.102    0.174    0.109    0.038    0.017    0.053    0.032    0.098   4
07 56    0.047    0.116    0.102  999.000    0.091    0.217    0.111    0.065    0.030    0.036    0.034    0.088   4
07 57    0.038    0.068    0.092  999.000    0.091    0.198    0.082    0.056    0.037    0.034    0.014    0.068   4
07 58    0.037    0.049    0.091  999.000    0.136    0.222    0.139    0.036    0.029    0.045    0.016    0.060   4
07 59    0.043    0.053    0.059  999.000    0.144    0.274    0.147    0.042    0.031    0.041    0.018    0.083   4
08 00    0.043    0.075    0.062  999.000    0.118    0.278    0.105    0.048    0.018    0.033    0.021    0.100   4
08 01    0.034    0.044    0.066  999.000    0.188    0.254    0.122    0.033    0.019    0.049    0.026    0.044   4
08 02    0.036    0.031    0.128  999.000    0.221    0.346    0.124    0.041    0.022    0.043    0.017    0.060   4
08 03    0.046    0.072    0.077  999.000    0.221    0.272    0.124    0.059    0.023    0.048    0.027    0.088   4
08 04    0.047    0.065    0.093  999.000    0.153    0.201    0.081    0.046    0.018    0.036    0.038    0.096   4
08 05    0.051    0.086    0.113  999.000    0.106    0.180    0.096    0.037    0.026    0.054    0.037    0.085   4
08 06    0.051    0.089    0.122  999.000    0.088    0.185    0.064    0.055    0.026    0.062    0.030    0.085   4
08 07    0.062    0.046    0.121  999.000    0.087    0.161    0.084    0.054    0.033    0.060    0.026    0.127   4
08 08    0.056    0.050    0.070  999.000    0.112    0.139    0.074    0.073    0.035    0.054    0.025    0.109   4
08 09    0.050    0.053    0.055  999.000    0.078    0.115    0.051    0.057    0.024    0.055    0.027    0.097   4
08 10    0.041    0.065    0.072  999.000    0.118    0.217    0.066    0.082    0.016    0.046    0.023    0.077   4
08 11    0.050    0.054    0.055  999.000    0.146    0.213    0.081    0.060    0.017    0.065    0.026    0.060   3
08 12    0.061    0.064    0.069  999.000    0.111    0.210    0.107    0.038    0.020    0.091    0.043    0.050   3
08 13    0.064    0.108    0.079  999.000    0.097    0.321    0.162    0.049    0.027    0.086    0.046    0.060   3
08 14    0.043    0.074    0.072  999.000    0.152    0.264    0.092    0.057    0.029    0.039    0.022    0.069   3
08 15    0.063    0.052    0.060  999.000    0.101    0.236    0.083    0.046    0.034    0.062    0.029    0.098   3
08 16    0.076    0.055    0.062  999.000    0.096    0.158    0.109    0.038    0.025    0.074    0.048    0.105   3
08 17    0.116    0.106    0.061  999.000    0.129    0.249    0.121    0.040    0.027    0.075    0.108    0.166   3
08 18    0.160    0.099    0.141  999.000    0.248    0.255    0.074    0.037    0.024    0.052    0.177    0.251   3
08 19    0.232    0.151    0.189  999.000    0.210    0.234    0.079    0.047    0.021    0.083    0.246    0.366   3
08 20    0.334    0.266    0.278  999.000    0.116    0.150    0.086    0.048    0.048    0.076    0.358    0.568   3
